component_id,timestamp,temperature,vibration,strain,cable_state,age_years,location,wind_speed,humidity,risk_score_true
HOOK_97YO,2018-01-26 00:00:00,15.45,0.3273,236.77,Degradation,97,Pulga_Line,5.7,62.9,0.586
HOOK_97YO,2018-01-26 04:00:00,19.72,0.371,242.27,Degradation,97,Pulga_Line,4.7,53.1,0.652
HOOK_97YO,2018-01-26 08:00:00,36.14,0.6417,273.0,Critical,97,Pulga_Line,12.1,63.7,0.971
HOOK_97YO,2018-01-26 12:00:00,28.78,0.3016,237.81,Degradation,97,Pulga_Line,7.5,69.6,0.684
HOOK_97YO,2018-01-26 16:00:00,19.69,0.1693,220.46,Degradation,97,Pulga_Line,3.5,57.2,0.517
HOOK_97YO,2018-01-26 20:00:00,15.49,0.2257,225.6,Degradation,97,Pulga_Line,5.1,65.3,0.519
HOOK_97YO,2018-01-27 00:00:00,15.69,0.3385,240.02,Degradation,97,Pulga_Line,7.1,56.4,0.598
HOOK_97YO,2018-01-27 04:00:00,22.42,0.4775,250.8,Degradation,97,Pulga_Line,8.4,42.3,0.742
HOOK_97YO,2018-01-27 08:00:00,24.31,0.2976,230.29,Degradation,97,Pulga_Line,8.5,43.5,0.637
HOOK_97YO,2018-01-27 12:00:00,29.41,0.3171,237.64,Degradation,97,Pulga_Line,6.5,59.2,0.698
HOOK_97YO,2018-01-27 16:00:00,25.63,0.2255,226.15,Degradation,97,Pulga_Line,6.0,58.8,0.604
HOOK_97YO,2018-01-27 20:00:00,14.68,0.2033,222.29,Warning,97,Pulga_Line,2.9,58.4,0.496
HOOK_97YO,2018-01-28 00:00:00,15.59,0.3218,232.94,Degradation,97,Pulga_Line,4.2,66.2,0.58
HOOK_97YO,2018-01-28 04:00:00,17.95,0.3288,234.63,Degradation,97,Pulga_Line,2.0,61.8,0.606
HOOK_97YO,2018-01-28 08:00:00,33.02,0.4785,258.07,Critical,97,Pulga_Line,8.8,51.6,0.839
HOOK_97YO,2018-01-28 12:00:00,30.61,0.3387,241.51,Degradation,97,Pulga_Line,3.8,45.8,0.724
HOOK_97YO,2018-01-28 16:00:00,19.64,0.1728,218.14,Degradation,97,Pulga_Line,5.7,45.2,0.516
HOOK_97YO,2018-01-28 20:00:00,14.25,0.2079,222.01,Warning,97,Pulga_Line,5.5,56.7,0.495
HOOK_97YO,2018-01-29 00:00:00,15.25,0.3285,230.89,Degradation,97,Pulga_Line,6.0,58.3,0.579
HOOK_97YO,2018-01-29 04:00:00,23.02,0.3836,243.19,Degradation,97,Pulga_Line,5.8,61.9,0.687
HOOK_97YO,2018-01-29 08:00:00,30.62,0.3965,251.19,Degradation,97,Pulga_Line,4.6,46.5,0.766
HOOK_97YO,2018-01-29 12:00:00,33.48,0.3443,242.93,Degradation,97,Pulga_Line,6.9,44.5,0.753
HOOK_97YO,2018-01-29 16:00:00,24.82,0.241,226.45,Degradation,97,Pulga_Line,7.1,54.7,0.606
HOOK_97YO,2018-01-29 20:00:00,17.42,0.265,225.24,Degradation,97,Pulga_Line,6.5,66.3,0.556
HOOK_97YO,2018-01-30 00:00:00,12.7,0.2914,231.84,Degradation,97,Pulga_Line,3.7,40.3,0.538
HOOK_97YO,2018-01-30 04:00:00,22.79,0.4646,246.58,Degradation,97,Pulga_Line,8.4,54.5,0.734
HOOK_97YO,2018-01-30 08:00:00,27.46,0.3866,247.1,Degradation,97,Pulga_Line,6.0,46.4,0.73
HOOK_97YO,2018-01-30 12:00:00,27.84,0.2515,227.85,Degradation,97,Pulga_Line,5.3,45.4,0.638
HOOK_97YO,2018-01-30 16:00:00,24.53,0.294,237.0,Degradation,97,Pulga_Line,9.6,65.3,0.644
HOOK_97YO,2018-01-30 20:00:00,18.06,0.212,225.08,Degradation,97,Pulga_Line,2.8,57.3,0.532
HOOK_97YO,2018-01-31 00:00:00,12.24,0.2778,228.58,Degradation,97,Pulga_Line,5.9,64.4,0.524
HOOK_97YO,2018-01-31 04:00:00,20.78,0.361,239.01,Degradation,97,Pulga_Line,4.1,59.4,0.652
HOOK_97YO,2018-01-31 08:00:00,31.6,0.3784,248.09,Degradation,97,Pulga_Line,9.5,50.0,0.761
HOOK_97YO,2018-01-31 12:00:00,30.79,0.3456,243.34,Degradation,97,Pulga_Line,6.8,54.7,0.731
HOOK_97YO,2018-01-31 16:00:00,20.42,0.1922,227.87,Degradation,97,Pulga_Line,2.5,60.4,0.543
HOOK_97YO,2018-01-31 20:00:00,15.84,0.1796,228.15,Warning,97,Pulga_Line,7.4,48.5,0.499
HOOK_97YO,2018-02-01 00:00:00,12.53,0.2784,231.37,Degradation,97,Pulga_Line,1.5,56.9,0.529
HOOK_97YO,2018-02-01 04:00:00,20.24,0.3154,236.08,Degradation,97,Pulga_Line,7.3,75.7,0.619
HOOK_97YO,2018-02-01 08:00:00,30.15,0.4119,250.81,Degradation,97,Pulga_Line,6.4,59.6,0.771
HOOK_97YO,2018-02-01 12:00:00,31.23,0.2766,238.88,Degradation,97,Pulga_Line,5.6,43.5,0.692
HOOK_97YO,2018-02-01 16:00:00,25.01,0.2383,227.63,Degradation,97,Pulga_Line,3.6,41.0,0.607
HOOK_97YO,2018-02-01 20:00:00,17.38,0.3285,236.8,Degradation,97,Pulga_Line,8.3,46.3,0.603
HOOK_97YO,2018-02-02 00:00:00,17.48,0.3253,237.23,Degradation,97,Pulga_Line,3.4,57.1,0.603
HOOK_97YO,2018-02-02 04:00:00,19.92,0.3474,234.98,Degradation,97,Pulga_Line,7.3,59.4,0.633
HOOK_97YO,2018-02-02 08:00:00,29.17,0.3898,239.48,Degradation,97,Pulga_Line,1.0,81.1,0.738
HOOK_97YO,2018-02-02 12:00:00,25.95,0.2357,228.15,Degradation,97,Pulga_Line,3.9,47.2,0.614
HOOK_97YO,2018-02-02 16:00:00,23.59,0.1542,220.53,Degradation,97,Pulga_Line,4.1,50.1,0.541
HOOK_97YO,2018-02-02 20:00:00,18.59,0.2576,229.62,Degradation,97,Pulga_Line,5.3,44.4,0.566
HOOK_97YO,2018-02-03 00:00:00,16.34,0.293,238.76,Degradation,97,Pulga_Line,6.1,68.0,0.577
HOOK_97YO,2018-02-03 04:00:00,19.07,0.3595,239.18,Degradation,97,Pulga_Line,8.8,49.6,0.637
HOOK_97YO,2018-02-03 08:00:00,31.34,0.3861,242.17,Degradation,97,Pulga_Line,9.1,54.1,0.757
HOOK_97YO,2018-02-03 12:00:00,31.98,0.3186,239.96,Degradation,97,Pulga_Line,1.9,46.8,0.723
HOOK_97YO,2018-02-03 16:00:00,22.77,0.238,230.49,Degradation,97,Pulga_Line,5.8,55.5,0.591
HOOK_97YO,2018-02-03 20:00:00,17.25,0.2519,231.94,Degradation,97,Pulga_Line,5.0,58.0,0.554
HOOK_97YO,2018-02-04 00:00:00,15.69,0.2846,233.96,Degradation,97,Pulga_Line,4.3,64.1,0.562
HOOK_97YO,2018-02-04 04:00:00,30.53,0.6432,274.49,Critical,97,Pulga_Line,10.9,37.6,0.927
HOOK_97YO,2018-02-04 08:00:00,29.92,0.4193,248.81,Degradation,97,Pulga_Line,5.7,55.5,0.771
HOOK_97YO,2018-02-04 12:00:00,32.86,0.3543,240.8,Degradation,97,Pulga_Line,7.7,61.4,0.751
HOOK_97YO,2018-02-04 16:00:00,20.79,0.2007,228.26,Degradation,97,Pulga_Line,6.1,50.9,0.552
HOOK_97YO,2018-02-04 20:00:00,16.79,0.2122,222.7,Degradation,97,Pulga_Line,8.8,60.4,0.519
HOOK_97YO,2018-02-05 00:00:00,13.07,0.2887,233.47,Degradation,97,Pulga_Line,3.6,56.6,0.542
HOOK_97YO,2018-02-05 04:00:00,23.55,0.4091,242.26,Degradation,97,Pulga_Line,5.6,60.1,0.705
HOOK_97YO,2018-02-05 08:00:00,28.64,0.3899,246.57,Degradation,97,Pulga_Line,5.3,46.6,0.741
HOOK_97YO,2018-02-05 12:00:00,40.02,0.6016,266.43,Critical,97,Pulga_Line,14.1,50.9,0.974
HOOK_97YO,2018-02-05 16:00:00,21.61,0.1995,223.85,Degradation,97,Pulga_Line,5.4,40.5,0.553
HOOK_97YO,2018-02-05 20:00:00,13.23,0.18,225.03,Warning,97,Pulga_Line,5.5,80.1,0.474
HOOK_97YO,2018-02-06 00:00:00,13.21,0.2593,230.67,Degradation,97,Pulga_Line,4.1,45.6,0.524
HOOK_97YO,2018-02-06 04:00:00,25.4,0.4024,244.5,Degradation,97,Pulga_Line,5.1,66.5,0.719
HOOK_97YO,2018-02-06 08:00:00,28.16,0.3241,237.09,Degradation,97,Pulga_Line,5.2,54.2,0.691
HOOK_97YO,2018-02-06 12:00:00,31.55,0.329,236.99,Degradation,97,Pulga_Line,6.8,47.3,0.722
HOOK_97YO,2018-02-06 16:00:00,24.3,0.1727,223.14,Degradation,97,Pulga_Line,9.3,73.1,0.56
HOOK_97YO,2018-02-06 20:00:00,16.83,0.1985,226.5,Degradation,97,Pulga_Line,7.6,56.2,0.516
HOOK_97YO,2018-02-07 00:00:00,16.95,0.339,232.45,Degradation,97,Pulga_Line,8.5,76.0,0.601
HOOK_97YO,2018-02-07 04:00:00,25.01,0.4095,248.83,Degradation,97,Pulga_Line,5.9,53.9,0.724
HOOK_97YO,2018-02-07 08:00:00,30.95,0.4243,249.15,Degradation,97,Pulga_Line,5.5,55.3,0.782
