component_id,timestamp,temperature,vibration,strain,cable_state,age_years,location,wind_speed,humidity,risk_score_true
HOOK_97YO,2016-01-05 20:00:00,7.26,0.1246,128.02,Normal,97,Pulga_Line,5.3,62.8,0.292
HOOK_97YO,2016-01-06 00:00:00,8.54,0.242,147.99,Warning,97,Pulga_Line,7.4,45.3,0.389
HOOK_97YO,2016-01-06 04:00:00,9.99,0.2379,140.82,Warning,97,Pulga_Line,5.8,66.5,0.391
HOOK_97YO,2016-01-06 08:00:00,19.04,0.188,133.02,Warning,97,Pulga_Line,6.6,69.8,0.431
HOOK_97YO,2016-01-06 12:00:00,21.17,0.1554,127.38,Warning,97,Pulga_Line,5.7,63.2,0.425
HOOK_97YO,2016-01-06 16:00:00,15.45,0.135,133.75,Warning,97,Pulga_Line,5.9,68.1,0.372
HOOK_97YO,2016-01-06 20:00:00,6.93,0.1599,128.76,Warning,97,Pulga_Line,7.2,64.5,0.31
HOOK_97YO,2016-01-07 00:00:00,8.13,0.2122,141.23,Warning,97,Pulga_Line,7.0,72.6,0.362
HOOK_97YO,2016-01-07 04:00:00,12.28,0.2702,145.0,Warning,97,Pulga_Line,5.0,56.9,0.433
HOOK_97YO,2016-01-07 08:00:00,18.35,0.2221,132.54,Warning,97,Pulga_Line,6.6,55.1,0.444
HOOK_97YO,2016-01-07 12:00:00,20.16,0.1536,134.33,Warning,97,Pulga_Line,5.2,48.5,0.422
HOOK_97YO,2016-01-07 16:00:00,15.02,0.1555,138.41,Warning,97,Pulga_Line,10.2,72.9,0.385
HOOK_97YO,2016-01-07 20:00:00,7.76,0.2114,137.4,Warning,97,Pulga_Line,7.4,67.8,0.354
HOOK_97YO,2016-01-08 00:00:00,7.42,0.153,130.12,Warning,97,Pulga_Line,4.9,62.4,0.312
HOOK_97YO,2016-01-08 04:00:00,8.8,0.2057,139.14,Warning,97,Pulga_Line,10.5,69.5,0.362
HOOK_97YO,2016-01-08 08:00:00,16.45,0.1963,134.74,Warning,97,Pulga_Line,9.3,59.0,0.416
HOOK_97YO,2016-01-08 12:00:00,20.51,0.1517,127.25,Warning,97,Pulga_Line,8.9,44.9,0.417
HOOK_97YO,2016-01-08 16:00:00,16.13,0.1318,130.99,Warning,97,Pulga_Line,10.7,63.2,0.373
HOOK_97YO,2016-01-08 20:00:00,9.13,0.134,129.01,Warning,97,Pulga_Line,5.3,55.3,0.314
HOOK_97YO,2016-01-09 00:00:00,8.45,0.1984,133.92,Warning,97,Pulga_Line,12.0,66.0,0.349
HOOK_97YO,2016-01-09 04:00:00,11.35,0.2104,135.11,Warning,97,Pulga_Line,5.1,54.2,0.381
HOOK_97YO,2016-01-09 08:00:00,19.68,0.249,143.68,Warning,97,Pulga_Line,9.8,62.7,0.481
HOOK_97YO,2016-01-09 12:00:00,21.74,0.212,135.45,Warning,97,Pulga_Line,8.1,65.2,0.469
HOOK_97YO,2016-01-09 16:00:00,16.1,0.1804,131.96,Warning,97,Pulga_Line,12.0,74.6,0.401
HOOK_97YO,2016-01-09 20:00:00,10.88,0.1345,130.99,Warning,97,Pulga_Line,7.8,56.0,0.331
HOOK_97YO,2016-01-10 00:00:00,4.45,0.1608,137.87,Normal,97,Pulga_Line,7.6,41.1,0.299
HOOK_97YO,2016-01-10 04:00:00,12.31,0.1969,138.11,Warning,97,Pulga_Line,6.6,65.3,0.385
HOOK_97YO,2016-01-10 08:00:00,18.01,0.1803,127.81,Warning,97,Pulga_Line,8.6,55.9,0.413
HOOK_97YO,2016-01-10 12:00:00,22.33,0.1712,131.47,Warning,97,Pulga_Line,3.5,61.4,0.447
HOOK_97YO,2016-01-10 16:00:00,17.32,0.1053,132.72,Warning,97,Pulga_Line,6.8,70.6,0.37
HOOK_97YO,2016-01-10 20:00:00,8.54,0.1684,132.24,Warning,97,Pulga_Line,8.6,73.8,0.332
HOOK_97YO,2016-01-11 00:00:00,5.5,0.1621,130.33,Warning,97,Pulga_Line,5.5,71.6,0.301
HOOK_97YO,2016-01-11 04:00:00,11.93,0.2396,141.33,Warning,97,Pulga_Line,7.3,54.9,0.409
HOOK_97YO,2016-01-11 08:00:00,20.31,0.2019,137.77,Warning,97,Pulga_Line,5.4,81.7,0.454
HOOK_97YO,2016-01-11 12:00:00,25.86,0.1956,133.85,Warning,97,Pulga_Line,7.9,60.7,0.493
HOOK_97YO,2016-01-11 16:00:00,18.57,0.1109,126.81,Warning,97,Pulga_Line,6.6,57.3,0.378
HOOK_97YO,2016-01-11 20:00:00,7.97,0.0948,131.62,Normal,97,Pulga_Line,6.1,77.7,0.285
HOOK_97YO,2016-01-12 00:00:00,7.47,0.1743,135.93,Warning,97,Pulga_Line,8.3,65.8,0.33
HOOK_97YO,2016-01-12 04:00:00,14.81,0.2651,141.39,Warning,97,Pulga_Line,3.6,72.4,0.447
HOOK_97YO,2016-01-12 08:00:00,23.64,0.3303,141.96,Degradation,97,Pulga_Line,6.7,57.7,0.558
HOOK_97YO,2016-01-12 12:00:00,23.25,0.2111,137.54,Warning,97,Pulga_Line,6.1,65.0,0.484
HOOK_97YO,2016-01-12 16:00:00,18.01,0.0983,134.46,Warning,97,Pulga_Line,8.7,50.5,0.374
HOOK_97YO,2016-01-12 20:00:00,11.53,0.1311,131.63,Warning,97,Pulga_Line,8.5,59.5,0.335
HOOK_97YO,2016-01-13 00:00:00,7.12,0.1966,133.0,Warning,97,Pulga_Line,5.3,73.6,0.336
HOOK_97YO,2016-01-13 04:00:00,13.16,0.2179,132.91,Warning,97,Pulga_Line,2.9,38.3,0.398
HOOK_97YO,2016-01-13 08:00:00,18.55,0.2848,143.42,Warning,97,Pulga_Line,10.0,68.5,0.491
HOOK_97YO,2016-01-13 12:00:00,22.06,0.249,141.13,Warning,97,Pulga_Line,8.8,58.4,0.498
HOOK_97YO,2016-01-13 16:00:00,15.15,0.15,131.03,Warning,97,Pulga_Line,5.5,47.7,0.375
HOOK_97YO,2016-01-13 20:00:00,9.22,0.1316,134.26,Warning,97,Pulga_Line,3.5,63.8,0.319
HOOK_97YO,2016-01-14 00:00:00,4.58,0.1421,127.21,Normal,97,Pulga_Line,4.8,59.2,0.279
HOOK_97YO,2016-01-14 04:00:00,9.72,0.1906,136.21,Warning,97,Pulga_Line,5.9,56.4,0.358
HOOK_97YO,2016-01-14 08:00:00,21.27,0.2394,138.81,Warning,97,Pulga_Line,4.2,82.3,0.484
HOOK_97YO,2016-01-14 12:00:00,24.21,0.1597,131.73,Warning,97,Pulga_Line,6.6,61.7,0.457
HOOK_97YO,2016-01-14 16:00:00,17.54,0.1091,136.08,Warning,97,Pulga_Line,0.8,50.5,0.378
HOOK_97YO,2016-01-14 20:00:00,8.45,0.105,128.27,Normal,97,Pulga_Line,8.8,67.4,0.292
HOOK_97YO,2016-01-15 00:00:00,6.59,0.1819,141.94,Warning,97,Pulga_Line,8.6,54.1,0.333
HOOK_97YO,2016-01-15 04:00:00,10.83,0.2284,135.32,Warning,97,Pulga_Line,7.0,77.6,0.387
HOOK_97YO,2016-01-15 08:00:00,19.69,0.209,136.44,Warning,97,Pulga_Line,5.0,53.9,0.451
HOOK_97YO,2016-01-15 12:00:00,20.64,0.1448,129.04,Warning,97,Pulga_Line,5.3,50.2,0.416
HOOK_97YO,2016-01-15 16:00:00,17.41,0.1322,132.34,Warning,97,Pulga_Line,6.1,51.3,0.386
HOOK_97YO,2016-01-15 20:00:00,9.68,0.1267,133.88,Warning,97,Pulga_Line,2.8,63.9,0.32
HOOK_97YO,2016-01-16 00:00:00,5.33,0.1856,136.14,Warning,97,Pulga_Line,1.0,53.8,0.318
HOOK_97YO,2016-01-16 04:00:00,13.0,0.2218,133.94,Warning,97,Pulga_Line,5.8,46.3,0.4
HOOK_97YO,2016-01-16 08:00:00,19.3,0.2179,136.73,Warning,97,Pulga_Line,7.3,69.4,0.454
HOOK_97YO,2016-01-16 12:00:00,19.45,0.1952,133.87,Warning,97,Pulga_Line,7.1,56.3,0.439
HOOK_97YO,2016-01-16 16:00:00,17.98,0.156,133.81,Warning,97,Pulga_Line,9.9,57.2,0.405
HOOK_97YO,2016-01-16 20:00:00,8.94,0.1507,130.51,Warning,97,Pulga_Line,7.4,54.2,0.323
HOOK_97YO,2016-01-17 00:00:00,6.31,0.1415,131.05,Normal,97,Pulga_Line,8.0,55.8,0.297
HOOK_97YO,2016-01-17 04:00:00,9.83,0.2361,139.42,Warning,97,Pulga_Line,5.5,75.0,0.387
HOOK_97YO,2016-01-17 08:00:00,20.58,0.1973,139.27,Warning,97,Pulga_Line,5.5,49.4,0.455
HOOK_97YO,2016-01-17 12:00:00,22.68,0.2437,144.66,Degradation,97,Pulga_Line,8.5,54.1,0.504
HOOK_97YO,2016-01-17 16:00:00,18.02,0.1539,130.79,Warning,97,Pulga_Line,6.8,47.3,0.401
HOOK_97YO,2016-01-17 20:00:00,9.88,0.1271,130.43,Warning,97,Pulga_Line,7.3,61.6,0.318
HOOK_97YO,2016-01-18 00:00:00,6.59,0.191,134.79,Warning,97,Pulga_Line,4.3,67.8,0.331
HOOK_97YO,2016-01-18 04:00:00,13.88,0.2509,147.7,Warning,97,Pulga_Line,4.5,45.7,0.438
HOOK_97YO,2016-01-18 08:00:00,20.92,0.2032,134.63,Warning,97,Pulga_Line,0.6,59.9,0.457
HOOK_97YO,2016-01-18 12:00:00,24.86,0.2342,142.57,Degradation,97,Pulga_Line,6.9,60.4,0.515
HOOK_97YO,2016-01-18 16:00:00,16.18,0.1456,127.95,Warning,97,Pulga_Line,10.0,60.0,0.378
HOOK_97YO,2016-01-18 20:00:00,9.19,0.1735,133.95,Warning,97,Pulga_Line,7.7,69.1,0.342
HOOK_97YO,2016-01-19 00:00:00,6.43,0.1682,137.12,Warning,97,Pulga_Line,4.7,66.5,0.319
HOOK_97YO,2016-01-19 04:00:00,11.19,0.2429,137.5,Warning,97,Pulga_Line,6.9,74.7,0.401
HOOK_97YO,2016-01-19 08:00:00,18.78,0.1795,135.03,Warning,97,Pulga_Line,2.6,66.1,0.426
HOOK_97YO,2016-01-19 12:00:00,25.24,0.1632,136.91,Warning,97,Pulga_Line,4.9,46.9,0.473
HOOK_97YO,2016-01-19 16:00:00,18.26,0.115,130.06,Warning,97,Pulga_Line,5.4,50.2,0.381
HOOK_97YO,2016-01-19 20:00:00,10.1,0.178,133.26,Warning,97,Pulga_Line,7.2,52.6,0.351
HOOK_97YO,2016-01-20 00:00:00,4.03,0.206,131.57,Warning,97,Pulga_Line,3.4,46.1,0.314
HOOK_97YO,2016-01-20 04:00:00,9.85,0.2043,135.3,Warning,97,Pulga_Line,3.0,75.4,0.366
HOOK_97YO,2016-01-20 08:00:00,18.77,0.2031,137.26,Warning,97,Pulga_Line,5.1,50.8,0.441
HOOK_97YO,2016-01-20 12:00:00,22.11,0.1722,135.9,Warning,97,Pulga_Line,3.7,65.0,0.451
HOOK_97YO,2016-01-20 16:00:00,16.74,0.1317,132.92,Warning,97,Pulga_Line,5.6,74.3,0.38
HOOK_97YO,2016-01-20 20:00:00,11.05,0.0981,131.28,Warning,97,Pulga_Line,5.9,45.4,0.312
HOOK_97YO,2016-01-21 00:00:00,5.07,0.1448,136.28,Normal,97,Pulga_Line,2.0,65.3,0.294
HOOK_97YO,2016-01-21 04:00:00,8.32,0.1847,140.88,Warning,97,Pulga_Line,5.9,56.8,0.348
HOOK_97YO,2016-01-21 08:00:00,22.17,0.2676,143.08,Degradation,97,Pulga_Line,9.1,79.3,0.512
HOOK_97YO,2016-01-21 12:00:00,23.4,0.1755,134.32,Warning,97,Pulga_Line,5.3,61.2,0.462
HOOK_97YO,2016-01-21 16:00:00,19.12,0.0849,138.34,Warning,97,Pulga_Line,6.6,53.1,0.38
HOOK_97YO,2016-01-21 20:00:00,10.68,0.124,135.28,Warning,97,Pulga_Line,8.3,67.9,0.328
HOOK_97YO,2016-01-22 00:00:00,7.83,0.1558,134.17,Warning,97,Pulga_Line,0.5,54.1,0.321
HOOK_97YO,2016-01-22 04:00:00,12.26,0.2324,136.47,Warning,97,Pulga_Line,4.1,44.1,0.403
HOOK_97YO,2016-01-22 08:00:00,19.24,0.2533,149.01,Warning,97,Pulga_Line,5.7,58.6,0.485
HOOK_97YO,2016-01-22 12:00:00,22.04,0.164,134.21,Warning,97,Pulga_Line,10.4,56.6,0.444
HOOK_97YO,2016-01-22 16:00:00,18.8,0.1155,132.98,Warning,97,Pulga_Line,4.7,77.4,0.388
HOOK_97YO,2016-01-22 20:00:00,11.49,0.1253,130.76,Warning,97,Pulga_Line,6.8,67.3,0.331
HOOK_97YO,2016-01-23 00:00:00,8.29,0.1277,128.6,Warning,97,Pulga_Line,4.9,68.1,0.303
HOOK_97YO,2016-01-23 04:00:00,14.62,0.2463,145.43,Warning,97,Pulga_Line,8.0,62.1,0.439
HOOK_97YO,2016-01-23 08:00:00,19.27,0.1736,137.37,Warning,97,Pulga_Line,5.6,61.9,0.429
HOOK_97YO,2016-01-23 12:00:00,26.1,0.2575,145.9,Degradation,97,Pulga_Line,8.6,57.8,0.542
HOOK_97YO,2016-01-23 16:00:00,19.33,0.094,129.43,Warning,97,Pulga_Line,7.9,54.9,0.377
HOOK_97YO,2016-01-23 20:00:00,12.75,0.1247,133.15,Warning,97,Pulga_Line,7.4,42.6,0.343
HOOK_97YO,2016-01-24 00:00:00,9.03,0.193,139.11,Warning,97,Pulga_Line,7.3,69.6,0.357
HOOK_97YO,2016-01-24 04:00:00,15.82,0.1994,136.53,Warning,97,Pulga_Line,4.6,71.9,0.414
HOOK_97YO,2016-01-24 08:00:00,21.48,0.1969,136.46,Warning,97,Pulga_Line,3.9,47.3,0.46
HOOK_97YO,2016-01-24 12:00:00,22.67,0.1405,133.38,Warning,97,Pulga_Line,8.4,47.3,0.435
HOOK_97YO,2016-01-24 16:00:00,17.48,0.1158,139.61,Warning,97,Pulga_Line,3.9,69.0,0.385
HOOK_97YO,2016-01-24 20:00:00,10.17,0.1622,132.31,Warning,97,Pulga_Line,4.5,51.8,0.342
HOOK_97YO,2016-01-25 00:00:00,7.95,0.19,135.67,Warning,97,Pulga_Line,4.2,65.1,0.342
HOOK_97YO,2016-01-25 04:00:00,12.41,0.2208,141.77,Warning,97,Pulga_Line,5.6,42.0,0.403
HOOK_97YO,2016-01-25 08:00:00,21.16,0.2113,137.84,Warning,97,Pulga_Line,7.1,62.6,0.467
HOOK_97YO,2016-01-25 12:00:00,24.27,0.1997,135.37,Warning,97,Pulga_Line,3.0,49.9,0.483
HOOK_97YO,2016-01-25 16:00:00,18.86,0.126,134.88,Warning,97,Pulga_Line,4.2,22.4,0.397
HOOK_97YO,2016-01-25 20:00:00,10.14,0.1166,135.93,Warning,97,Pulga_Line,7.3,75.6,0.32
HOOK_97YO,2016-01-26 00:00:00,8.09,0.168,137.51,Warning,97,Pulga_Line,6.2,61.1,0.333
HOOK_97YO,2016-01-26 04:00:00,16.9,0.2781,149.23,Warning,97,Pulga_Line,9.6,63.5,0.48
HOOK_97YO,2016-01-26 08:00:00,19.21,0.1928,135.12,Warning,97,Pulga_Line,6.2,61.2,0.437
HOOK_97YO,2016-01-26 12:00:00,24.43,0.1834,136.39,Warning,97,Pulga_Line,3.0,64.5,0.477
HOOK_97YO,2016-01-26 16:00:00,19.9,0.1665,135.36,Warning,97,Pulga_Line,5.2,62.4,0.428
HOOK_97YO,2016-01-26 20:00:00,11.94,0.1242,133.47,Warning,97,Pulga_Line,4.5,59.0,0.337
HOOK_97YO,2016-01-27 00:00:00,7.7,0.1575,128.35,Warning,97,Pulga_Line,7.3,52.1,0.315
HOOK_97YO,2016-01-27 04:00:00,14.54,0.2758,146.74,Warning,97,Pulga_Line,10.2,56.2,0.456
HOOK_97YO,2016-01-27 08:00:00,20.39,0.2043,134.76,Warning,97,Pulga_Line,5.8,63.4,0.453
HOOK_97YO,2016-01-27 12:00:00,24.59,0.1812,134.45,Warning,97,Pulga_Line,2.7,65.6,0.475
HOOK_97YO,2016-01-27 16:00:00,18.4,0.178,135.48,Warning,97,Pulga_Line,9.3,44.6,0.422
HOOK_97YO,2016-01-27 20:00:00,11.26,0.1543,134.19,Warning,97,Pulga_Line,4.8,60.4,0.349
HOOK_97YO,2016-01-28 00:00:00,7.43,0.1628,137.27,Warning,97,Pulga_Line,4.6,61.8,0.325
HOOK_97YO,2016-01-28 04:00:00,13.57,0.2013,139.64,Warning,97,Pulga_Line,6.3,61.2,0.4
HOOK_97YO,2016-01-28 08:00:00,22.52,0.2305,144.95,Warning,97,Pulga_Line,7.4,46.4,0.496
HOOK_97YO,2016-01-28 12:00:00,22.57,0.1571,139.25,Warning,97,Pulga_Line,5.1,42.4,0.45
HOOK_97YO,2016-01-28 16:00:00,20.19,0.0836,131.24,Warning,97,Pulga_Line,7.1,53.9,0.381
HOOK_97YO,2016-01-28 20:00:00,10.67,0.1151,125.87,Warning,97,Pulga_Line,1.9,64.3,0.313
HOOK_97YO,2016-01-29 00:00:00,9.83,0.1981,138.0,Warning,97,Pulga_Line,5.0,53.9,0.365
HOOK_97YO,2016-01-29 04:00:00,18.3,0.3536,150.15,Degradation,97,Pulga_Line,12.3,65.3,0.534
HOOK_97YO,2016-01-29 08:00:00,21.52,0.2084,138.29,Warning,97,Pulga_Line,5.6,54.8,0.468
HOOK_97YO,2016-01-29 12:00:00,26.21,0.1438,135.79,Warning,97,Pulga_Line,4.0,62.3,0.469
HOOK_97YO,2016-01-29 16:00:00,18.32,0.1237,138.7,Warning,97,Pulga_Line,5.9,60.5,0.395
HOOK_97YO,2016-01-29 20:00:00,13.57,0.1646,133.11,Warning,97,Pulga_Line,9.3,58.5,0.372
HOOK_97YO,2016-01-30 00:00:00,11.98,0.1808,135.35,Warning,97,Pulga_Line,6.0,46.1,0.37
HOOK_97YO,2016-01-30 04:00:00,14.79,0.2443,149.23,Warning,97,Pulga_Line,10.0,60.7,0.444
HOOK_97YO,2016-01-30 08:00:00,21.59,0.1818,135.05,Warning,97,Pulga_Line,5.7,67.3,0.451
HOOK_97YO,2016-01-30 12:00:00,24.36,0.1921,142.3,Warning,97,Pulga_Line,3.8,41.7,0.487
HOOK_97YO,2016-01-30 16:00:00,23.79,0.1832,136.38,Warning,97,Pulga_Line,13.0,40.0,0.471
HOOK_97YO,2016-01-30 20:00:00,13.9,0.1232,137.52,Warning,97,Pulga_Line,4.6,60.3,0.357
HOOK_97YO,2016-01-31 00:00:00,9.07,0.1997,133.51,Warning,97,Pulga_Line,6.2,54.6,0.355
HOOK_97YO,2016-01-31 04:00:00,16.71,0.2438,137.66,Warning,97,Pulga_Line,5.0,45.0,0.447
HOOK_97YO,2016-01-31 08:00:00,24.53,0.3462,156.44,Degradation,97,Pulga_Line,7.1,40.6,0.589
HOOK_97YO,2016-01-31 12:00:00,24.01,0.1513,129.77,Warning,97,Pulga_Line,7.1,51.3,0.448
HOOK_97YO,2016-01-31 16:00:00,17.77,0.1401,130.98,Warning,97,Pulga_Line,6.6,64.7,0.391
HOOK_97YO,2016-01-31 20:00:00,12.54,0.1534,135.12,Warning,97,Pulga_Line,7.7,58.6,0.36
HOOK_97YO,2016-02-01 00:00:00,7.37,0.1551,134.26,Warning,97,Pulga_Line,3.9,54.7,0.317
HOOK_97YO,2016-02-01 04:00:00,16.47,0.2797,140.58,Warning,97,Pulga_Line,9.5,59.5,0.468
HOOK_97YO,2016-02-01 08:00:00,25.31,0.1762,133.77,Warning,97,Pulga_Line,6.4,46.6,0.477
HOOK_97YO,2016-02-01 12:00:00,24.83,0.202,144.55,Warning,97,Pulga_Line,5.7,58.2,0.499
HOOK_97YO,2016-02-01 16:00:00,23.03,0.1407,136.5,Warning,97,Pulga_Line,6.8,51.5,0.441
HOOK_97YO,2016-02-01 20:00:00,14.58,0.1769,139.86,Warning,97,Pulga_Line,9.0,44.6,0.395
HOOK_97YO,2016-02-02 00:00:00,8.81,0.1547,137.21,Warning,97,Pulga_Line,5.0,59.3,0.331
HOOK_97YO,2016-02-02 04:00:00,16.03,0.2758,149.2,Warning,97,Pulga_Line,8.7,43.6,0.471
HOOK_97YO,2016-02-02 08:00:00,25.28,0.2735,150.09,Degradation,97,Pulga_Line,6.1,57.1,0.548
HOOK_97YO,2016-02-02 12:00:00,22.56,0.1343,129.4,Warning,97,Pulga_Line,8.2,47.4,0.427
HOOK_97YO,2016-02-02 16:00:00,19.75,0.0947,129.85,Warning,97,Pulga_Line,4.3,57.6,0.382
HOOK_97YO,2016-02-02 20:00:00,11.18,0.1257,140.48,Warning,97,Pulga_Line,8.1,52.6,0.338
HOOK_97YO,2016-02-03 00:00:00,8.97,0.1684,132.21,Warning,97,Pulga_Line,2.7,70.1,0.335
HOOK_97YO,2016-02-03 04:00:00,15.74,0.1883,139.36,Warning,97,Pulga_Line,7.0,64.2,0.41
HOOK_97YO,2016-02-03 08:00:00,26.36,0.3114,150.09,Degradation,97,Pulga_Line,9.2,55.3,0.578
HOOK_97YO,2016-02-03 12:00:00,22.91,0.145,130.53,Warning,97,Pulga_Line,5.7,69.6,0.437
HOOK_97YO,2016-02-03 16:00:00,21.66,0.1534,132.37,Warning,97,Pulga_Line,2.2,54.3,0.433
HOOK_97YO,2016-02-03 20:00:00,12.55,0.1376,129.84,Warning,97,Pulga_Line,4.9,58.9,0.345
HOOK_97YO,2016-02-04 00:00:00,10.42,0.2089,138.11,Warning,97,Pulga_Line,6.0,60.2,0.376
HOOK_97YO,2016-02-04 04:00:00,15.44,0.2339,142.47,Warning,97,Pulga_Line,4.5,48.9,0.436
HOOK_97YO,2016-02-04 08:00:00,23.62,0.2551,143.64,Degradation,97,Pulga_Line,7.4,63.0,0.517
HOOK_97YO,2016-02-04 12:00:00,24.16,0.1509,137.79,Warning,97,Pulga_Line,4.0,58.3,0.458
HOOK_97YO,2016-02-04 16:00:00,19.77,0.1816,138.69,Warning,97,Pulga_Line,4.5,52.0,0.439
HOOK_97YO,2016-02-04 20:00:00,12.64,0.1261,133.52,Warning,97,Pulga_Line,7.0,77.6,0.344
HOOK_97YO,2016-02-05 00:00:00,7.65,0.1925,139.26,Warning,97,Pulga_Line,5.3,59.5,0.345
HOOK_97YO,2016-02-05 04:00:00,16.95,0.2002,137.43,Warning,97,Pulga_Line,6.7,71.6,0.425
HOOK_97YO,2016-02-05 08:00:00,20.89,0.1859,135.9,Warning,97,Pulga_Line,4.9,47.7,0.448
HOOK_97YO,2016-02-05 12:00:00,26.97,0.2057,135.97,Degradation,97,Pulga_Line,7.3,63.6,0.51
HOOK_97YO,2016-02-05 16:00:00,18.91,0.1088,136.16,Warning,97,Pulga_Line,9.7,52.7,0.389
HOOK_97YO,2016-02-05 20:00:00,13.62,0.1508,134.38,Warning,97,Pulga_Line,6.1,46.1,0.366
HOOK_97YO,2016-02-06 00:00:00,9.08,0.1439,138.94,Warning,97,Pulga_Line,4.6,68.3,0.329
HOOK_97YO,2016-02-06 04:00:00,14.09,0.2334,141.58,Warning,97,Pulga_Line,9.0,56.5,0.424
HOOK_97YO,2016-02-06 08:00:00,23.27,0.2094,138.55,Warning,97,Pulga_Line,6.5,60.2,0.484
HOOK_97YO,2016-02-06 12:00:00,25.61,0.2052,136.02,Warning,97,Pulga_Line,2.6,60.2,0.498
HOOK_97YO,2016-02-06 16:00:00,19.91,0.1696,138.66,Warning,97,Pulga_Line,5.6,57.6,0.434
HOOK_97YO,2016-02-06 20:00:00,13.37,0.1587,134.76,Warning,97,Pulga_Line,8.7,52.2,0.369
HOOK_97YO,2016-02-07 00:00:00,12.7,0.2297,140.75,Warning,97,Pulga_Line,6.6,43.0,0.409
HOOK_97YO,2016-02-07 04:00:00,16.03,0.2352,142.8,Warning,97,Pulga_Line,8.4,59.7,0.442
HOOK_97YO,2016-02-07 08:00:00,24.05,0.2506,142.42,Degradation,97,Pulga_Line,6.2,29.7,0.517
HOOK_97YO,2016-02-07 12:00:00,24.62,0.1616,134.9,Warning,97,Pulga_Line,5.3,60.2,0.465
HOOK_97YO,2016-02-07 16:00:00,20.4,0.1566,126.3,Warning,97,Pulga_Line,9.0,57.8,0.418
HOOK_97YO,2016-02-07 20:00:00,15.44,0.1047,137.96,Warning,97,Pulga_Line,4.8,69.8,0.36
